TICKER,SHORT_NAME,GICS_SECTOR_NAME,GICS_INDUSTRY_GROUP_NAME,GICS_INDUSTRY_NAME,GICS_SUB_INDUSTRY_NAME
RIGL UW Equity,RIGEL PHARMACEUT,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
RILY UQ Equity,B. RILEY FINANCI,Financials,Diversified Financials,Capital Markets,Investment Banking & Brokerage
RJF UN Equity,RAYMOND JAMES,Financials,Diversified Financials,Capital Markets,Investment Banking & Brokerage
RL UN Equity,RALPH LAUREN COR,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury"
RLGT UA Equity,RADIANT LOGISTIC,Industrials,Transportation,Air Freight & Logistics,Air Freight & Logistics
RLGY UN Equity,REALOGY HOLDINGS,Real Estate,Real Estate,Real Estate Management & Devel,Real Estate Services
RLH UN Equity,RED LION HOTELS,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
RLI UN Equity,RLI CORP,Financials,Insurance,Insurance,Property & Casualty Insurance
RLJ UN Equity,RLJ LODGING TRUS,Real Estate,Real Estate,Equity Real Estate Investment,Hotel & Resort REITs
RM UN Equity,REGIONAL MANAGEM,Financials,Diversified Financials,Consumer Finance,Consumer Finance
RMAX UN Equity,RE/MAX HOLDINGS,Real Estate,Real Estate,Real Estate Management & Devel,Real Estate Services
RMBI UR Equity,RICHMOND MUTUAL,Financials,Banks,Banks,Regional Banks
RMBS UW Equity,RAMBUS INC,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors
RMD UN Equity,RESMED INC,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
RMNI UQ Equity,RIMINI STREET IN,Information Technology,Software & Services,Software,Application Software
RMR UR Equity,RMR GROUP-A,Real Estate,Real Estate,Real Estate Management & Devel,Diversified Real Estate Activi
RMTI UQ Equity,ROCKWELL MEDICAL,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Supplies
RNET UW Equity,RIGNET INC,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
RNG UN Equity,RINGCENTRAL IN-A,Information Technology,Software & Services,Software,Application Software
RNR UN Equity,RENAISSANCERE,Financials,Insurance,Insurance,Reinsurance
RNST UW Equity,RENASANT CORP,Financials,Banks,Banks,Regional Banks
ROAD UW Equity,CONSTRUCTION P-A,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering
ROCK UW Equity,GIBRALTAR INDUST,Industrials,Capital Goods,Building Products,Building Products
ROG UN Equity,ROGERS CORP,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Components
ROIC UW Equity,RETAIL OPPORTUNI,Real Estate,Real Estate,Equity Real Estate Investment,Retail REITs
ROK UN Equity,ROCKWELL AUTOMAT,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm
ROKU UW Equity,ROKU INC,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment
ROL UN Equity,ROLLINS INC,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Environmental & Facilities Ser
ROLL UW Equity,RBC BEARINGS INC,Industrials,Capital Goods,Machinery,Industrial Machinery
ROP UN Equity,ROPER TECHNOLOGI,Industrials,Capital Goods,Industrial Conglomerates,Industrial Conglomerates
ROSE UR Equity,ROSEHILL RESOURC,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
ROST UW Equity,ROSS STORES INC,Consumer Discretionary,Retailing,Specialty Retail,Apparel Retail
RP UW Equity,REALPAGE INC,Information Technology,Software & Services,Software,Application Software
RPAI UN Equity,RETAIL PROPERTIE,Real Estate,Real Estate,Equity Real Estate Investment,Retail REITs
RPD UQ Equity,RAPID7 INC,Information Technology,Software & Services,Software,Systems Software
RPM UN Equity,RPM INTL INC,Materials,Materials,Chemicals,Specialty Chemicals
RPT UN Equity,RPT REALTY,Real Estate,Real Estate,Equity Real Estate Investment,Retail REITs
RRBI UW Equity,RED RIVER BANCSH,Financials,Banks,Banks,Regional Banks
RRC UN Equity,RANGE RESOURCES,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
RRD UN Equity,RR DONNELLEY & S,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Commercial Printing
RRGB UW Equity,RED ROBIN GOURME,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
RRR UW Equity,RED ROCK RESOR-A,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming
RRTS UN Equity,ROADRUNNER TRANS,Industrials,Transportation,Road & Rail,Trucking
RS UN Equity,RELIANCE STEEL,Materials,Materials,Metals & Mining,Steel
RSG UN Equity,REPUBLIC SVCS,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Environmental & Facilities Ser
RST UN Equity,ROSETTA STONE IN,Information Technology,Software & Services,Software,Application Software
RTIX UW Equity,RTI SURGICAL HDS,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Supplies
RTN UN Equity,RAYTHEON CO,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
RTRX UQ Equity,RETROPHIN INC,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
RTW UN Equity,RTW RETAILWINDS,Consumer Discretionary,Retailing,Specialty Retail,Apparel Retail
RUBI UN Equity,RUBICON PROJECT,Consumer Discretionary,Retailing,Internet & Direct Marketing Re,Internet & Direct Marketing Re
RUBY UW Equity,RUBIUS THERAPEUT,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
RUN UW Equity,SUNRUN INC,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm
RUSHA UW Equity,RUSH ENTER-CL A,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
RUSHB UW Equity,RUSH ENTER-CL B,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
RUTH UW Equity,RUTH'S HOSPITALI,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
RVI UN Equity,RETAIL VALUE,Real Estate,Real Estate,Equity Real Estate Investment,Retail REITs
RVNC UQ Equity,REVANCE THERAPEU,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
RVSB UW Equity,RIVERVIEW BANCRP,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance
RWT UN Equity,REDWOOD TRUST,Financials,Diversified Financials,Mortgage Real Estate Investmen,Mortgage REITs
RXN UN Equity,REXNORD CORP,Industrials,Capital Goods,Machinery,Industrial Machinery
RYAM UN Equity,RAYONIER ADV,Materials,Materials,Chemicals,Specialty Chemicals
RYI UN Equity,RYERSON HOLDING,Materials,Materials,Metals & Mining,Steel
RYN UN Equity,RAYONIER INC,Real Estate,Real Estate,Equity Real Estate Investment,Specialized REITs
RYTM UQ Equity,RHYTHM PHARMACEU,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
S UN Equity,SPRINT CORP,Communication Services,Telecommunication Services,Wireless Telecommunication Ser,Wireless Telecommunication Ser
SABR UW Equity,SABRE CORP,Information Technology,Software & Services,IT Services,Data Processing & Outsourced S
SAFE UN Equity,SAFEHOLD INC,Real Estate,Real Estate,Equity Real Estate Investment,Specialized REITs
SAFM UW Equity,SANDERSON FARMS,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
SAFT UW Equity,SAFETY INSURANCE,Financials,Insurance,Insurance,Property & Casualty Insurance
SAGE UQ Equity,SAGE THERAPEUTIC,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
SAH UN Equity,SONIC AUTOMOTI-A,Consumer Discretionary,Retailing,Specialty Retail,Automotive Retail
SAIA UW Equity,SAIA INC,Industrials,Transportation,Road & Rail,Trucking
SAIC UN Equity,SCIENCE APPLICAT,Information Technology,Software & Services,IT Services,IT Consulting & Other Services
SAIL UN Equity,SAILPOINT TECHNO,Information Technology,Software & Services,Software,Systems Software
SALT UN Equity,SCORPIO BULKERS,Industrials,Transportation,Marine,Marine
SAM UN Equity,BOSTON BEER-A,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Brewers
SAMG UQ Equity,SILVERCREST AS-A,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Ban
SANM UW Equity,SANMINA CORP,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Manufacturing Servi
SASR UW Equity,SANDY SPRING BAN,Financials,Banks,Banks,Regional Banks
SATS UW Equity,ECHOSTAR CORP-A,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment
SAVE UN Equity,SPIRIT AIRLINES,Industrials,Transportation,Airlines,Airlines
SB UN Equity,SAFE BULKERS INC,Industrials,Transportation,Marine,Marine
SBAC UW Equity,SBA COMM CORP,Real Estate,Real Estate,Equity Real Estate Investment,Specialized REITs
SBBP UW Equity,STRONGBRIDGE BIO,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
SBBX UQ Equity,SB ONE BANCORP,Financials,Banks,Banks,Regional Banks
SBCF UW Equity,SEACOAST BANK/FL,Financials,Banks,Banks,Regional Banks
SBGI UW Equity,SINCLAIR BROAD-A,Communication Services,Media & Entertainment,Media,Broadcasting
SBH UN Equity,SALLY BEAUTY HOL,Consumer Discretionary,Retailing,Specialty Retail,Specialty Stores
SBNY UW Equity,SIGNATURE BANK,Financials,Banks,Banks,Regional Banks
SBOW UN Equity,SILVERBOW RESOUR,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
SBRA UW Equity,SABRA HEALTH CAR,Real Estate,Real Estate,Equity Real Estate Investment,Health Care REITs
SBSI UW Equity,SOUTHSIDE BAN IN,Financials,Banks,Banks,Regional Banks
SBT UR Equity,STERLING BANCORP,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance
SBUX UW Equity,STARBUCKS CORP,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
SC UN Equity,SANTANDER CONSUM,Financials,Diversified Financials,Consumer Finance,Consumer Finance
SCCO UN Equity,SOUTHERN COPPER,Materials,Materials,Metals & Mining,Copper
SCHL UW Equity,SCHOLASTIC CORP,Communication Services,Media & Entertainment,Media,Publishing
SCHN UW Equity,SCHNITZER STEEL,Materials,Materials,Metals & Mining,Steel
SCHW UN Equity,SCHWAB (CHARLES),Financials,Diversified Financials,Capital Markets,Investment Banking & Brokerage
SCI UN Equity,SERVICE CORP INT,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Specialized Consumer Services
SCL UN Equity,STEPAN CO,Materials,Materials,Chemicals,Specialty Chemicals
SCOR UW Equity,COMSCORE INC,Communication Services,Media & Entertainment,Media,Advertising
SCS UN Equity,STEELCASE INC-A,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Office Services & Supplies
SCSC UW Equity,SCANSOURCE INC,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Technology Distributors
SCU UN Equity,SCULPTOR CAPITAL,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Ban
SCVL UW Equity,SHOE CARNIVAL,Consumer Discretionary,Retailing,Specialty Retail,Apparel Retail
SCWX UW Equity,SECUREWORKS CO-A,Information Technology,Software & Services,Software,Systems Software
SD UN Equity,SANDRIDGE ENERGY,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
SDRL UN Equity,SEADRILL LTD,Energy,Energy,Energy Equipment & Services,Oil & Gas Drilling
SEAS UN Equity,SEAWORLD ENTERTA,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Leisure Facilities
SEB UA Equity,SEABOARD CORP,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
SEE UN Equity,SEALED AIR CORP,Materials,Materials,Containers & Packaging,Paper Packaging
SEIC UW Equity,SEI INVESTMENTS,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Ban
SEM UN Equity,SELECT MEDICAL,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Facilities
